gene_name,SCZ.log2FC,SCZ.fdr
HBZ,0.092230506,0.33733051
HCCAT3,0.003923369,0.97290973
HCCS,-0.011381849,0.482359159
HCFC1,-0.013658726,0.357712994
HCFC1-AS1,-0.074228141,0.38932893
HCFC1R1,-0.008552965,0.719529903
HCFC2,0.001420754,0.947284204
HCG11,0.050845771,0.006564774
HCG17,0.012288061,0.887167653
HCG18,-0.029361459,0.090872574
HCG20,-0.04732562,0.699430974
HCG22,-0.327182019,0.003579489
HCG23,0.08073353,0.483298026
HCG25,-0.01354119,0.908643015
HCG27,-0.019802637,0.799878024
HCG4,0.260023879,0.078061287
HCG4P11,0.060099724,0.585788396
HCG4P3,0.008539449,0.954531493
HCG4P7,-0.017364366,0.933248181
HCK,-0.047956427,0.580488238
HCLS1,0.018017474,0.833133083
HCN1,0.013274056,0.643343359
HCN2,-0.035314692,0.128260326
HCN3,0.017186604,0.541419603
HCN4,0.110172113,0.000355137
HCP5,-0.009814265,0.890211393
HCRTR1,-0.26646179,0.000494197
HCRTR2,-0.177982796,0.001246688
HCST,-0.003919518,0.973175252
HDAC1,0.054207933,0.005050111
HDAC10,0.001557781,0.963014469
HDAC11,-0.02169775,0.387994768
HDAC11-AS1,-0.021718266,0.855353863
HDAC1P2,0.022533469,0.773333054
HDAC2,0.005077136,0.766738754
HDAC3,-0.006003078,0.747388701
HDAC4,0.00545541,0.83747778
HDAC5,-0.003080946,0.898008175
HDAC6,0.003695284,0.825638658
HDAC7,0.012402793,0.588757424
HDAC8,0.018335311,0.269339307
HDAC9,0.008872504,0.697822622
HDC,0.044701259,0.673915054
HDDC2,0.031763309,0.152788254
HDDC3,0.034532941,0.064825361
HDGF,-0.019665693,0.196979483
HDGFL1,-0.065185986,0.499229805
HDGFRP2,0.019283742,0.289444745
HDGFRP3,-0.009271039,0.531202724
HDHD1,0.004809263,0.897265428
HDHD2,-0.027485784,0.10008528
HDHD3,0.042667466,0.065964801
HDLBP,0.007617458,0.577131377
HDX,0.012775063,0.418220272
HEATR1,0.019080091,0.223445341
HEATR2,0.066845105,1.05E-05
HEATR3,-0.045579306,0.012834251
HEATR4,-0.036412073,0.303305708
HEATR5A,-0.031349317,0.150683348
HEATR5B,-0.018853561,0.087916184
HEATR6,0.020691371,0.169827586
HEBP1,0.067780989,0.000383875
HEBP2,0.079370042,0.004751155
HECA,-0.029862385,0.075622608
HECTD1,-0.004082627,0.783112922
HECTD2,-0.011539881,0.650813628
HECTD3,0.011708581,0.52020914
HECTD4,-0.010224871,0.520564124
HECW1,-0.028247792,0.103031
HECW1-IT1,-0.06613984,0.287075953
HECW2,-0.029637798,0.048274555
HEG1,-0.051660726,0.120528031
HELB,0.046516467,0.40211712
HELLS,0.050327376,0.091753355
HELQ,-0.015878318,0.248823289
HELZ,0.021942487,0.014531874
HELZ2,0.230687718,5.06E-06
HEMK1,0.028179823,0.212642095
HENMT1,-0.016815821,0.448859722
HEPACAM,0.058621096,0.107082048
HEPH,0.140023304,0.000210008
HEPN1,-0.057897943,0.459015641
HERC1,-0.012515894,0.482189559
HERC2,-0.008093522,0.697366624
HERC2P10,-0.032412669,0.77587419
HERC2P2,-0.090653926,0.14764305
HERC2P3,-0.079459855,0.282670889
HERC2P4,0.041421931,0.829902109
HERC2P5,0.002345992,0.98886672
HERC2P7,-0.053750363,0.74034835
HERC2P8,-0.052743805,0.700655846
HERC2P9,-0.000301092,0.994729916
HERC3,0.030127707,0.055494123
HERC4,0.025401085,0.04271905
HERC5,0.095807604,0.00606783
HERC6,0.031164638,0.389933008
HERPUD1,-0.024319561,0.320808973
HERPUD2,0.010138501,0.530694141
HES1,-0.02462893,0.732038392
HES4,-0.091188301,0.067562907
HES5,-0.136579513,0.086355742
HES6,0.007678064,0.886525112
HES7,0.183554393,0.007962195
HESX1,0.047619656,0.519824628
HEXA,0.010166305,0.593026026
HEXA-AS1,0.042119472,0.517342913
HEXB,0.00599403,0.769670236
HEXDC,-0.009365157,0.735998246
HEXIM1,-0.026092363,0.260120876
HEXIM2,-0.001324486,0.969552287
HEY1,0.008348881,0.730448522
HEY2,0.017516199,0.688840728
HEYL,0.168742052,0.001141717
HFE,0.052913214,0.20878872
HFE2,0.064721229,0.509857871
HFM1,-0.026197484,0.593521709
HGD,0.105349973,0.121746484
HGF,0.272123608,1.11E-06
HGFAC,0.207980345,0.002098285
HGS,0.032094925,0.001263564
HGSNAT,-0.043894568,0.042445717
HHAT,0.011169032,0.751168712
HHATL,-0.006027767,0.937167982
HHATL-AS1,0.01155636,0.926881547
HHEX,-0.149926563,0.001153881
HHIP,-0.148559923,0.010177279
HHIP-AS1,-0.104244543,0.003997668
HHIPL1,0.065178281,0.002681912
HHLA2,0.06105819,0.491247348
HHLA3,0.067755036,0.084318437
HIAT1,-0.035766295,0.002443318
HIATL1,-0.020167644,0.16066839
HIATL2,0.009039647,0.868370184
HIBADH,-0.000191855,0.993077308
HIBCH,0.009867738,0.761726834
HIC1,-0.006208348,0.94625781
HIC2,0.001562187,0.965252473
HID1,0.023590551,0.187960062
HIF1A,0.050732631,0.007204751
HIF1A-AS1,0.094487053,0.323351007
HIF1A-AS2,0.047905488,0.667195058
HIF1AN,-0.003521362,0.848788831
HIF3A,0.245594216,1.34E-06
HIGD1A,0.011688658,0.487951743
HIGD1AP16,-0.009908903,0.930999329
HIGD1AP8,-0.046662211,0.550165043
HIGD1B,-0.060688368,0.160063384
HIGD2A,-0.045390056,0.023071373
HILPDA,0.36152727,1.84E-06
HILS1,0.064316803,0.40424257
HIN1L,-0.075643751,0.347096523
HINFP,0.026094787,0.081048776
HINT1,-0.019885722,0.429623547
HINT2,-0.044250902,0.019902157
HINT3,-0.001641116,0.935441255
HIP1,-0.079241553,0.014075899
HIP1R,-0.022727316,0.368074531
HIPK1,0.020018594,0.111194616
HIPK2,-0.044254006,0.26643049
HIPK3,0.019462837,0.19635518
HIPK4,-0.019870756,0.76870122
HIRA,-0.024663642,0.029916128
HIRIP3,-0.015730406,0.44136904
HIST1H1A,-0.056824524,0.220490551
HIST1H1B,0.007129247,0.96513348
HIST1H1C,0.106677575,0.006524879
HIST1H1D,0.114158381,0.091881834
HIST1H1E,-0.074332999,0.247299254
HIST1H1T,-0.047459638,0.670565439
HIST1H2AB,0.062688218,0.362898157
HIST1H2AC,0.025631885,0.540892095
HIST1H2AD,0.157044388,0.142189013
HIST1H2AE,0.099773808,0.033817825
HIST1H2AG,0.12035607,0.066109194
HIST1H2AH,-0.003900159,0.970037091
HIST1H2AI,0.077493297,0.309443358
HIST1H2AJ,0.022837242,0.871377137
HIST1H2AK,0.138023129,0.029844691
HIST1H2AL,0.0556441,0.654388223
HIST1H2AM,-0.045018357,0.674325007
HIST1H2BB,0.033214892,0.667195058
HIST1H2BC,-0.028958501,0.600377727
HIST1H2BD,0.028305805,0.530242361
HIST1H2BE,0.072457049,0.249191079
HIST1H2BF,0.048115931,0.492356447
HIST1H2BG,0.066054239,0.299228371
HIST1H2BH,0.021158452,0.883245739
HIST1H2BI,0.110580344,0.090848478
HIST1H2BJ,-0.03723957,0.6100512
HIST1H2BK,-0.010059724,0.823870565
HIST1H2BL,0.102425077,0.062467113
HIST1H2BM,0.062846104,0.344352501
HIST1H2BN,0.073996932,0.054326091
HIST1H2BO,-0.089854554,0.417800216
HIST1H3A,-0.02834703,0.714650832
HIST1H3B,-0.084110881,0.412514081
HIST1H3C,0.014762809,0.907129352
HIST1H3D,0.107543147,0.081628127
HIST1H3E,0.071638339,0.42283522
HIST1H3F,0.073587508,0.459434264
HIST1H3H,0.18859437,0.002723587
HIST1H3I,-0.00299796,0.982673217
HIST1H3J,-0.061113593,0.587032977
HIST1H4A,0.042566264,0.600745508
HIST1H4B,-0.039878461,0.622475918
HIST1H4C,-0.012828384,0.897839346
HIST1H4D,0.086386236,0.128238162
HIST1H4E,0.047928624,0.410062002
HIST1H4F,0.112336385,0.103344336
HIST1H4H,0.01514611,0.786421973
HIST1H4I,0.027017985,0.666388251
HIST1H4J,0.04686334,0.62365851
HIST1H4K,0.028646928,0.870793498
HIST1H4L,0.01624084,0.898286152
HIST2H2AA3,0.065573254,0.29831623
HIST2H2AA4,0.080057679,0.110146072
HIST2H2AB,0.022779327,0.739458606
HIST2H2AC,0.045410483,0.529078302
HIST2H2BA,-0.032579967,0.718477349
HIST2H2BB,-0.015656007,0.907221753
HIST2H2BC,-0.177005215,0.207955367
HIST2H2BD,0.123637786,0.302234903
HIST2H2BE,-0.008192739,0.880189701
HIST2H2BF,0.040985095,0.337383093
HIST2H3A,-0.095031068,0.25955743
HIST2H3C,-0.077792909,0.386445498
HIST2H3D,0.112910434,0.138525987
HIST2H3DP1,-0.010841704,0.921223581
HIST2H3PS2,0.016791039,0.92907199
HIST2H4A,0.055039571,0.227079324
HIST2H4B,-0.064190343,0.618279704
HIST3H2A,0.051557439,0.116092397
HIST3H2BB,0.068823166,0.163486487
HIST4H4,0.031043329,0.400527106
HIVEP1,-0.027885975,0.057583988
HIVEP2,-0.058987609,2.08E-05
HIVEP3,-0.032860382,0.155675438
HK1,0.028447939,0.055386128
HK2,0.050645043,0.503056224
HK3,0.107340855,0.252251583
HKDC1,-0.019313263,0.841897787
HKR1,0.002132211,0.918225896
HLA-A,0.050894713,0.637819524
HLA-AS1,-0.05175638,0.680702977
HLA-B,-0.06127365,0.433377059
HLA-C,-0.15935631,0.432935288
HLA-DMA,-0.058141328,0.35225213
HLA-DMB,-0.216001512,0.001629283
HLA-DOA,-0.105202749,0.163279442
HLA-DOB,0.002744793,0.986808743
HLA-DPA1,-0.092442703,0.239487534
HLA-DPB1,0.009388855,0.920693625
HLA-DPB2,0.262591466,0.010045148
HLA-DQA1,-0.09102781,0.765465343
HLA-DQB1,-0.060856728,0.884746692
HLA-DRA,-0.128624199,0.127846127
HLA-DRB1,0.015469024,0.948231523
HLA-DRB5,0.241507525,0.433661102
HLA-E,0.03451319,0.417800216
HLA-F,0.025974991,0.587644967
HLA-F-AS1,0.112677004,0.067927547
HLA-H,0.107062559,0.410690488
HLA-J,0.117181952,0.186015009
HLA-K,-0.107168903,0.540892095
HLA-L,0.016693601,0.746115177
HLCS,-0.025605756,0.040587494
HLF,0.055161843,0.002508122
HLTF,-0.021217539,0.194198672
HLX,0.023917469,0.767876634
HM13,-0.008870691,0.614693723
HM13-IT1,-0.028398384,0.779025474
HMBOX1,0.046940013,0.002454076
HMBS,-0.072440544,0.003322412
HMCES,0.042004149,0.000552578
HMCN1,-0.215727875,1.77E-05
HMCN2,-0.064349531,0.340165849
HMG20A,0.011725514,0.427178384
HMG20B,0.038090313,0.134373035
HMGA1,-0.01300359,0.592633133
HMGA1P2,-0.10644663,0.128876481
HMGA1P7,0.031539906,0.812835302
HMGA1P8,-0.047256135,0.630664355
HMGB1,-0.028543899,0.053251337
HMGB1P1,-0.179677206,0.034887911
HMGB1P10,0.045889458,0.692537691
HMGB1P14,-0.030110038,0.704051292
HMGB1P19,0.031121164,0.766516968
HMGB1P21,-0.078854605,0.345248077
HMGB1P24,-0.054245531,0.473241715
HMGB1P29,-0.065397117,0.513658264
HMGB1P3,0.063957462,0.630706283
HMGB1P31,-0.077677992,0.434240165
HMGB1P35,-0.053636101,0.692076163
HMGB1P37,-0.021013533,0.862288762
HMGB1P41,-0.074146257,0.379488887
HMGB1P5,-0.042583423,0.542668137
HMGB1P8,-0.054996949,0.510201824
HMGB2,0.098414823,0.000633042
HMGB3,0.021343832,0.565520896
HMGB3P14,-0.041474821,0.533719853
HMGB3P22,0.038614731,0.579701764
HMGB3P24,-0.063995083,0.399327183
HMGB3P4,-0.031061974,0.755231262
HMGB3P7,0.028062128,0.731749493
HMGB3P9,-0.016322558,0.851772978
HMGCL,0.022886268,0.26565007
HMGCLL1,0.01933314,0.43164003
HMGCR,-0.050721289,0.025102962
HMGCS1,-0.082703702,0.001429039
HMGN1,0.022046865,0.283650797
HMGN1P15,-0.034137808,0.737742251
HMGN1P16,-0.001066545,0.991552003
HMGN1P24,0.01857487,0.868852101
HMGN1P28,0.008408994,0.940354667
HMGN1P3,-0.135437081,0.165542237
HMGN1P38,0.042782941,0.701293898
HMGN1P7,0.03448808,0.64848802
HMGN1P8,-0.0298363,0.76977291
HMGN2,0.042254643,0.062953836
HMGN2P15,-0.12325458,0.119815696
HMGN2P28,-0.016702771,0.880043414
HMGN2P40,0.033697712,0.74157404
HMGN2P46,-0.011417011,0.924474841
HMGN2P5,0.071394521,0.388163134
HMGN3,0.015332487,0.403423169
HMGN3-AS1,-0.027495225,0.308676189
HMGN4,-0.010018637,0.525397968
HMGN5,0.036997074,0.350182347
HMGXB3,0.000543387,0.978703041
HMGXB4,0.008389466,0.645229219
HMHA1,-0.054612332,0.140939632
HMMR,0.019930498,0.759205333
HMOX1,0.117473579,0.08107959
HMOX2,-0.028326368,0.058266507
HMSD,-0.109208977,0.153860503
HMX1,0.005672511,0.954524341
HN1,-0.003950951,0.885055429
HN1L,-0.096888129,0.004629304
HNF1A,-0.016537922,0.742442022
HNF4A,0.014273501,0.874024517
HNF4G,0.040788138,0.588757424
HNMT,-0.074012964,8.07E-05
HNRNPA0,0.006912562,0.750446414
HNRNPA1,0.041358745,0.040946372
HNRNPA1L2,-0.007872412,0.735489331
HNRNPA1P10,0.010566887,0.946784367
HNRNPA1P11,-0.07004866,0.282387391
HNRNPA1P14,-0.069643126,0.286057961
HNRNPA1P16,0.00712892,0.930705591
HNRNPA1P35,-0.000842659,0.99312362
HNRNPA1P42,-0.035285303,0.620631582
HNRNPA1P46,-0.09179773,0.352323534
HNRNPA1P48,0.042303944,0.458789459
HNRNPA1P49,-0.08021939,0.21000072
HNRNPA1P5,0.058257502,0.533639086
HNRNPA1P59,-0.048871926,0.53386861
HNRNPA1P6,-0.020603028,0.848111103
HNRNPA1P61,0.062149047,0.503668415
HNRNPA1P62,-0.031784517,0.670990405
HNRNPA1P7,0.008142718,0.923894036
HNRNPA1P72,-0.050857131,0.589729918
HNRNPA2B1,0.016468302,0.445511459
HNRNPA3,0.008068854,0.642864552
HNRNPA3P12,0.010674593,0.925022305
HNRNPA3P6,-0.018941369,0.891383815
HNRNPA3P9,-0.043996703,0.522061528
HNRNPAB,-0.008326874,0.749112492
HNRNPC,0.05147916,1.96E-06
HNRNPCP1,0.006551598,0.948061925
HNRNPCP2,0.078506645,0.208285408
HNRNPCP3,-0.119034693,0.055366905
HNRNPCP6,-0.020222964,0.807402477
HNRNPCP7,0.02159152,0.817061714
HNRNPD,0.037787427,0.014163046
HNRNPDL,-0.017050414,0.279454972
HNRNPDLP4,-0.027313574,0.780723914
HNRNPF,0.031310446,0.178795523
HNRNPH1,0.035164485,0.043463533
HNRNPH1P1,-0.040856058,0.666577146
HNRNPH2,0.017463064,0.288387131
HNRNPH3,0.043795003,0.037974556
HNRNPK,-0.001692991,0.912977511
HNRNPKP4,0.017851549,0.859853434
HNRNPL,0.020904057,0.063669274
HNRNPLL,0.008404935,0.577101088
HNRNPLP2,0.080392365,0.212875508
HNRNPM,0.037355789,0.024616528
HNRNPR,-0.000404879,0.981319314
HNRNPRP1,-0.061690602,0.34093296
HNRNPU,0.013734803,0.378116982
HNRNPU-AS1,0.039498404,0.206692128
HNRNPUL1,0.028949111,0.035177689
HNRNPUL2,0.015685117,0.422057558
HNRNPUL2-BSCL2,0.220941192,0.227085898
HNRNPUP1,0.034308076,0.707377719
HOGA1,0.034659059,0.503731125
HOMER1,-0.091400467,1.92E-05
HOMER2,-0.016659276,0.345882453
HOMER3,-0.035279316,0.231177535
HOMEZ,0.003155352,0.920928155
HOOK1,0.054580934,0.000446245
HOOK2,-0.007341723,0.808502925
HOOK3,0.016318914,0.188227678
HOPX,0.010280408,0.773341686
HORMAD1,-0.091535421,0.205086591
HORMAD2,-0.002575303,0.982962268
HOXD-AS1,-0.196356564,0.019922339
HOXD1,-0.35341259,3.8E-05
HP,0.314488547,0.00552555
HP1BP3,-0.007030494,0.613471982
HPCA,0.020284613,0.389049532
HPCAL1,0.130783801,7.99E-09
HPCAL4,0.030537949,0.117312569
HPDL,-0.023746078,0.771910327
HPGD,-0.037520336,0.615968596
HPGDS,-0.296021036,0.000129203
HPN,-0.050098727,0.412741434
HPN-AS1,0.007378279,0.95643445
HPR,0.10480749,0.328003298
HPRT1,0.022535241,0.334119036
HPS1,0.010945296,0.506987939
HPS3,0.02830722,0.038427518
HPS4,0.020493015,0.100760453
HPS5,0.022010365,0.237793891
HPS6,0.0160154,0.456994397
HPSE,-0.04753023,0.317210143
HPSE2,-0.147744533,0.028498512
HPX,0.042750749,0.649395988
HPYR1,-0.017607476,0.875955497
HR,-0.149934043,4.14E-10
HRAS,-0.008135729,0.69915973
HRASLS,-0.036106923,0.197233976
HRASLS5,0.042836339,0.092827906
HRC,-0.141281027,0.002898472
HRCT1,0.089185145,0.338311122
HRH1,-0.025797684,0.480145994
HRH2,-0.048109852,0.120109572
HRH3,0.105839425,0.00021327
HRK,-0.103862816,0.000464604
HRNR,-0.011078521,0.929559257
HRSP12,0.052044168,0.083400572
HS1BP3,-0.033243269,0.05191017
HS1BP3-IT1,-0.077170081,0.406865264
HS2ST1,0.03351171,0.017704484
HS3ST1,-0.106418502,2.41E-06
HS3ST2,-0.045562286,0.313244491
HS3ST3A1,0.183253846,0.011142238
HS3ST3B1,0.219052472,6.88E-05
HS3ST4,-0.020097599,0.61739317
HS3ST5,-0.113970612,8.14E-06
HS6ST1,0.032760184,0.089407629
HS6ST1P1,0.055887175,0.434382934
HS6ST2,0.002332873,0.943975125
HS6ST3,-0.045034589,0.172848181
hsa-mir-1199,0.053466531,0.02028532
hsa-mir-125a,-0.020466283,0.824808288
hsa-mir-335,-0.032686226,0.731749493
hsa-mir-490,-0.111876907,0.106028234
hsa-mir-6080,-0.007475864,0.835214792
hsa-mir-6723,-0.049750996,0.774103892
hsa-mir-8072,-0.045381274,0.305861558
HSBP1,-0.043910703,0.000124575
HSBP1L1,0.015883768,0.575367894
HSCB,0.023611435,0.252251583
HSD11B1,-0.248329603,2.52E-05
HSD11B1L,0.001760641,0.953702309
HSD11B2,0.263078271,4.1E-05
HSD17B1,-0.00110527,0.983899646
HSD17B10,-0.009602627,0.703193779
HSD17B11,-0.018871411,0.380316694
HSD17B12,-0.002877602,0.944804486
HSD17B13,0.065676567,0.265833753
HSD17B14,0.061785701,0.036190096
HSD17B1P1,-0.057989667,0.550160621
HSD17B3,-0.050379334,0.587233917
HSD17B4,-0.000964748,0.959945388
HSD17B6,0.0611931,0.277209003
HSD17B7,0.001551862,0.975968307
HSD17B7P2,0.027234588,0.632978444
HSD17B8,-0.020593231,0.676449209
HSD3B1,0.052296891,0.513087193
HSD3B2,0.010538614,0.929245664
HSD3B7,0.104000762,0.010350065
HSD3BP2,0.054604316,0.550668022
HSD3BP4,-0.049128988,0.579964026
HSD3BP5,-0.061670442,0.250879204
HSDL1,-0.003789617,0.853620026
HSDL2,0.058056894,0.024969102
HSF1,0.049638988,0.00132262
HSF2,0.048531844,0.000120572
HSF2BP,-0.037126313,0.390442852
HSF4,0.062436369,0.004827224
HSFX1,0.035118834,0.919631416
HSFX2,-0.177824048,0.358821507
HSFY1,-0.002761767,0.976374108
HSFY2,0.021325091,0.819927895
HSFY3P,0.073717895,0.466836325
HSP90AA1,0.059354419,0.051299895
HSP90AB1,0.046417811,0.006013959
HSP90AB2P,0.000450398,0.996869648
HSP90AB3P,-0.006790197,0.948955999
HSP90B1,0.04738523,0.024353978
HSP90B2P,-0.008718022,0.878784999
HSPA12A,-0.030139802,0.059412311
HSPA12B,-0.154078558,6.51E-06
HSPA13,0.002971633,0.86433613
HSPA14,-0.016485535,0.235966062
HSPA1A,0.209987722,0.017891995
HSPA1B,0.188909224,0.016158027
HSPA1L,0.02711909,0.495527806
HSPA2,-0.048858492,0.402923968
HSPA4,0.01329863,0.597269821
HSPA4L,0.040768936,0.109945908
HSPA5,0.059022116,0.088606423
HSPA6,0.362952241,0.019823014
HSPA7,0.152267539,0.247669655
HSPA8,-0.024610649,0.314134817
HSPA8P1,-0.024703635,0.81205976
HSPA8P15,-0.079716591,0.356850951
HSPA8P3,0.00377531,0.973175252
HSPA8P4,-0.075820983,0.103038797
HSPA9,0.01066502,0.476752474
HSPB1,0.315540981,2.59E-06
HSPB11,-0.009139764,0.683474478
HSPB2,-0.031017357,0.387633383
HSPB2-C11orf52,-0.12301026,0.207473333
HSPB3,0.077025195,0.042822304
HSPB6,0.040993239,0.475512904
HSPB7,0.026412476,0.721777495
HSPB8,0.1368448,3.72E-06
HSPB9,-0.04272647,0.702226613
HSPBAP1,0.038833932,0.013032847
HSPBP1,-0.025091737,0.115236777
HSPD1,0.042956835,0.175146991
HSPD1P1,-0.054310065,0.558133984
HSPD1P11,0.067989403,0.297893778
HSPE1,0.02140923,0.573134109
HSPE1-MOB4,-0.035960691,0.851989477
HSPG2,0.054734484,0.296497706
HSPH1,0.056057694,0.119694175
HTATIP2,-0.020217149,0.493485102
HTATSF1,0.007573458,0.731310258
HTATSF1P2,-0.078591463,0.386597797
HTR1A,0.114019689,0.006269169
HTR1B,0.08189722,0.074179461
HTR1D,0.118660679,0.042822304
HTR1E,0.056960214,0.0503275
HTR1F,-0.076111941,0.022423247
HTR2A,-0.019896538,0.494104245
HTR2B,-0.177593596,0.037219321
HTR2C,0.006163394,0.921001534
HTR3A,0.108793712,0.102977509
HTR3B,0.054057046,0.243685722
HTR4,-0.005785831,0.910217775
HTR4-IT1,0.023245948,0.809301487
HTR5A,0.078985912,0.00039069
HTR5A-AS1,0.03377126,0.298714975
HTR6,-0.103023722,0.022900642
HTR7,-0.044930746,0.235966062
HTR7P1,-0.033728614,0.396915721
HTRA1,0.020944528,0.568349488
HTRA2,-0.000723824,0.968995344
HTRA3,-0.002000975,0.985169331
HTT,0.009429229,0.55775708
HULC,0.057637239,0.541944328
HUNK,-0.066006454,0.004997187
HUS1,-0.008989572,0.687691521
HUS1B,0.058085723,0.507713102
HUWE1,-0.013888375,0.285712892
HVCN1,0.079219624,0.044155104
HYAL1,0.042780721,0.336323894
HYAL2,0.050340857,0.235663963
HYAL3,-0.059062518,0.081184696
HYDIN,-0.018951808,0.472021367
HYDIN2,-0.052064271,0.297893778
HYI,-0.035143911,0.120011712
HYI-AS1,-0.012356647,0.924001399
HYKK,0.042285447,0.148917101
HYLS1,-0.005995306,0.824619093
HYOU1,0.025206941,0.079758868
HYPK,-0.005852275,0.887136684
IAH1,0.013418011,0.373618815
IARS,-0.003693043,0.850379457
IARS2,-0.029333598,0.005172621
IBA57,-0.041980973,0.017098148
IBA57-AS1,0.019237347,0.856339424
IBTK,-0.013362853,0.299731925
ICA1,-0.020203591,0.375424018
ICA1L,-0.00387593,0.878165874
ICAM1,0.325766797,2.51E-05
ICAM2,0.053009043,0.302809231
ICAM3,0.034271764,0.399351406
ICAM5,0.078747016,0.000192281
ICK,-0.070992164,0.000379889
ICMT,-0.054237271,6.51E-05
ICOSLG,-0.084669242,0.160991338
ICT1,-0.022042977,0.212841087
ID1,-0.038884043,0.519457822
ID2,-0.03585123,0.121885278
ID3,-0.029278206,0.587233917
ID4,0.127784985,0.001713593
IDE,-0.013949064,0.289317751
IDH1,-0.014132584,0.645093045
IDH1-AS1,-0.024867019,0.811194011
IDH2,0.016107833,0.571571787
IDH3A,-0.016485527,0.255601751
IDH3B,0.015651575,0.413552797
IDH3G,0.025907078,0.15510911
IDI1,-0.057543431,0.003203803
IDI2-AS1,-0.031507033,0.609566423
IDNK,0.035349961,0.152803658
IDS,0.051447316,0.505057853
IDS,0.022444145,0.329514093
IDSP1,-0.067430905,0.579134591
IDUA,-0.032695806,0.250606225
IER2,-0.009949398,0.818505103
IER3,-0.059675968,0.366033187
IER3IP1,0.006822195,0.719900898
IER5,0.016293946,0.745128188
IER5L,-0.009529208,0.864338511
IFFO1,-0.001578849,0.948231523
IFFO2,0.034991412,0.063576679
IFI16,0.069018115,0.111865811
IFI27,-0.10140267,0.006308243
IFI27L1,-0.004446197,0.90400804
IFI27L2,0.018618408,0.503519446
IFI30,0.175147377,0.141641779
IFI35,0.061793902,0.171214765
IFI44,-0.042584788,0.403554967
IFI44L,-0.095976692,0.217198717
IFI6,0.050786987,0.366629743
IFIH1,0.031049068,0.511907363
IFIT1,0.020483512,0.628687667
IFIT2,-0.041964879,0.313857508
IFIT3,0.029502569,0.615119147
IFIT5,-0.00062804,0.980901467
IFITM1,0.202857299,0.000119401
IFITM10,-0.015837621,0.605783455
IFITM2,0.303235721,1.02E-06
IFITM3,0.348882574,1.55E-09
IFLTD1,0.120042842,0.122571684
IFNA1,0.078220876,0.494123975
IFNA11P,-0.097598603,0.301809741
IFNA12P,-0.143208887,0.044376833
IFNA13,-0.013028857,0.938779586
IFNA2,-0.172042664,0.030151519
IFNA20P,-0.057772116,0.507082573
IFNA21,-0.008598636,0.928231612
IFNAR1,0.003222145,0.86827179
IFNAR2,0.011179552,0.595508768
IFNE,-0.080494744,0.272084765
IFNG-AS1,-0.054895192,0.622129514
IFNGR1,-0.019828329,0.425179927
IFNGR2,0.003496933,0.868127961
IFNK,0.011818041,0.867603716
IFNLR1,0.145948896,0.000819522
IFNW1,-0.055612735,0.422831256
IFNWP19,-0.051999209,0.540333121
IFNWP2,0.032724595,0.729355833
IFRD1,-0.015999937,0.596248473
IFRD2,0.014328642,0.584541557
IFRG15,0.033972076,0.746178276
IFT122,-0.015012262,0.519457822
IFT140,0.049879324,0.003856929
IFT172,0.009381193,0.672357253
IFT20,0.003824788,0.886656828
IFT27,-0.017690625,0.459275277
IFT43,0.01995528,0.24660479
IFT46,0.005574663,0.819927895
IFT52,-0.027574711,0.149755506
IFT57,-0.025191161,0.087312959
IFT74,0.041800486,0.031339994
IFT80,-0.037845347,0.022699567
IFT81,-0.03091307,0.049416833
IFT88,-0.018610697,0.330738196
IGBP1,0.016598396,0.168594751
IGBP1P1,-0.055351417,0.521539665
IGDCC3,0.021380649,0.598219679
IGDCC4,0.20777075,4.14E-10
IGF1,-0.026825749,0.534929701
IGF1R,0.046606754,0.001077914
IGF2,-0.206886919,0.002835645
IGF2BP2,0.058134899,0.497818708
IGF2BP3,-0.115836357,0.096860354
IGF2R,0.044225169,0.005260985
IGFALS,0.025939157,0.751851352
IGFBP1,0.077704426,0.401678554
IGFBP2,0.024365066,0.6025384
IGFBP3,0.087928475,0.035420041
IGFBP4,0.154985936,2.55E-06
IGFBP5,0.106102699,0.001594052
IGFBP6,-0.070328919,0.005156005
IGFBP7,0.114702191,0.001357935
IGFBP7-AS1,0.00322211,0.979696437
IGFBPL1,-0.023284743,0.724522779
IGFL2,0.031040329,0.742442022
IGFL4,0.067106044,0.035772431
IGFLR1,0.12213966,0.038435708
IGFN1,-0.05682808,0.635596739
IGHMBP2,0.013228892,0.379469346
IGIP,0.008988432,0.626338853
IGJ,-0.167894578,0.145170652
IGLON5,-0.046731009,0.046856104
IGSF1,0.005081476,0.936470777
IGSF10,-0.031795988,0.562082205
