"external_gene_name","log2FC","FDR"
"LRRFIP1",-0.386710015235044,0.0323041287471539
"UBE2F",-0.00589200832629519,0.980352776096017
"UBE2F-SCLY",3.88870309544013,0.00217725245205496
"SCLY",-0.667483451236468,0.0688112013959735
"ERFE",0.287977541741614,0.622577533527913
"ILKAP",0.944574806123351,0.00205150073260771
"HES6",-0.177602445901612,0.643940598350347
"PER2",2.25970142677649,9.36992615620735e-05
"TRAF3IP1",-0.834753989722252,0.0111948247267691
"ASB1",0.452680977173514,0.109146707349456
"TWIST2",0.37854663467721,0.300114978550781
"HDAC4",0.197510867404597,0.685189597114824
"NDUFA10",-1.83569325784111,1.05168050464662e-05
"COPS9",-1.71005998743614,4.34373875850769e-05
"GPC1",-2.27538817154573,2.24414317347588e-05
"ANKMY1",0.328744061620478,0.605814935278129
"DUSP28",-0.213263453510059,0.676219807793157
"RNPEPL1",-0.186630207346527,0.491506021395057
"CAPN10-DT",2.18905731796501,4.22622400771025e-05
"CAPN10",0.0260516667186914,0.95696618975375
"MTERF4",-0.322435745544208,0.125170390071459
"PASK",-0.231384035300265,0.673012508970169
"PPP1R7",-1.27550970371578,0.000234641867867246
"HDLBP",-0.829733108444101,0.000318738030952003
"SEPTIN2",-1.13480597659969,9.58100225137994e-05
"FARP2",-0.153988049437252,0.496839522849521
"STK25",-0.748793520517144,0.00630724034274221
"BOK",2.0458355589197,0.0847475121458405
"THAP4",0.156243393802887,0.47406881385746
"ATG4B",0.023320661568105,0.92296659403117
"DTYMK",-1.47970505721012,0.00177956668898816
"ING5",0.647151211593188,0.0730909530000549
"D2HGDH",0.168088720165367,0.70362848190719
"LINC01881",1.63792749927941,0.0048851688839724
"TRNT1",0.682910011211921,0.0165848626597152
"CRBN",0.526419212998636,0.0104190646717585
"AC024060.2",2.28786778782645,0.000852881775483325
"SUMF1",-1.72861049622015,0.000109439229257494
"SETMAR",0.331867740004014,0.397356770287487
"ITPR1",0.0685354291093739,0.827484191709652
"BHLHE40-AS1",1.06541806487237,0.0398810098059187
"BHLHE40",2.51062811261436,2.25391889672683e-05
"ARL8B",1.29116034241348,0.00834072409704613
"EDEM1",0.269571436518716,0.0511009804449607
"LMCD1",0.105720289859954,0.604008171648803
"OR7E122P",0.792471936729699,0.0360230622566458
"OXTR",-0.6067409426048,0.0125153533546933
"RAD18",0.369641019369044,0.401053882992029
"SRGAP3",1.17568854103659,0.128885881399579
"THUMPD3-AS1",2.07420825420627,9.8444317298617e-05
"THUMPD3",0.784598545550789,0.00333434056076929
"SETD5",1.24382095208668,0.0113472827421619
"MTMR14",-0.166275496399364,0.418161740415449
"BRPF1",1.0026292356176,0.000280214998673439
"OGG1",-0.946167852627005,0.00790129460151669
"CAMK1",-0.694540085967177,0.0276659132092629
"TADA3",-0.479339951107326,0.010887645332314
"ARPC4",-0.838542230114331,0.000382899356072747
"ARPC4-TTLL3",0.639597010966899,0.389526661156785
"TTLL3",0.697303881303049,0.0627077645340294
"RPUSD3",-1.49680825064903,0.000420780360796586
"JAGN1",-1.02218299985974,0.000834087558563119
"AC018809.3",-2.87559858473654,0.00379672823304688
"CRELD1",1.48118950422693,0.000321774496356087
"AC018809.1",3.7914062604386,0.000880022217734866
"PRRT3-AS1",-1.44739068135499,0.0404459643176318
"AC018809.2",-0.892965634316546,0.200238049012606
"EMC3",-1.11525301666231,0.000156106650137089
"EMC3-AS1",-1.27967228620639,0.134505954091929
"CIDECP1",0.256311819884021,0.347574377643201
"FANCD2",-0.0921449684645,0.814752820178702
"BRK1",-0.213546276738229,0.107198281812343
"VHL",0.187499655221008,0.196225825773118
"IRAK2",2.24141003175784,4.45746386070161e-06
"TATDN2",-0.104353105249661,0.739875788651226
"AC022384.1",0.721507621386189,0.131643729150378
"SEC13",-1.02091376373201,0.000149511846403367
"AC066580.1",2.09157293785751,0.00343735531613605
"HRH1",0.716690900892429,0.0119508494090286
"AC083855.2",0.808742084843724,0.016057646383634
"ATG7",-0.253821860084114,0.258225549290056
"VGLL4",-0.0506101775758001,0.776049952989136
"TAMM41",0.120145132560967,0.648042165213266
"TIMP4",-2.02641221327774,0.000494478309852829
"PPARG",0.189759100594316,0.462997644769433
"TSEN2",-0.227950631603169,0.392282596549666
"MKRN2",0.313520353158571,0.112552570818883
"RAF1",0.801471860901275,0.000740318710968832
"RPL32",-0.566470034474562,0.000728038052747291
"IQSEC1",-0.849004521647168,0.00453867761048818
"NUP210",-1.97998578839809,2.10069361264756e-05
"HDAC11",-0.524158394681852,0.0919725861979304
"CHCHD4",-0.101668432780256,0.769388545135193
"TMEM43",-1.38335386352612,3.04968753507194e-05
"XPC",0.580754598201381,0.00146848269622771
"LSM3",-0.764595014764562,0.00218416984780909
"SLC6A6",-0.424212040313523,0.0361732402747004
"GRIP2",0.0706848979044998,0.891782610004991
"CCDC174",1.92561914263735,0.000340682203355468
"FGD5-AS1",-0.79752987783891,0.000991839726502305
"NR2C2",-0.10070042427021,0.686562508062659
"MRPS25",-1.20167115693974,0.00104422539966717
"RBSN",0.83410971312375,0.00568219053171586
"CAPN7",-0.0780928382059392,0.707303117313042
"SH3BP5-AS1",0.930313974684536,0.0163436027732355
"SH3BP5",-0.709073001940205,0.0216309575339392
"METTL6",-0.393588415276388,0.13465400191464
"EAF1",1.43599586887895,3.51945176314253e-05
"HACL1",-0.235496479386444,0.246977311655935
"BTD",-1.00543420460926,0.0307088218680169
"ANKRD28",-0.953808784741826,0.0249295032088169
"DPH3",-0.189480300210421,0.3913294027258
"OXNAD1",-0.431021860253423,0.126872786854933
"RFTN1",-0.328086250791346,0.339455072145843
"PLCL2",1.10574536591116,0.000603732518154852
"TBC1D5",-0.472239985623495,0.433487431582443
"RAB5A",0.745696116943212,0.00142366989531861
"KAT2B",-0.16948108690491,0.558530146484995
"UBE2E2",0.52641213530263,0.0155765030399109
"UBE2E1",-0.104860271488941,0.513868551384319
"NKIRAS1",0.912139380411818,0.00256729539996034
"RPL15",-0.496123429874707,0.000778157382643562
"NR1D2",1.37265423395265,0.000843536358186736
"THRB",0.715299719231926,0.179775180072628
"RARB",0.130720355456703,0.624405168784933
"TOP2B",-0.00893272565215679,0.963080546698656
"NGLY1",0.981884414722838,0.0037662890054581
"OXSM",0.787566921164834,0.0120443334499755
"NEK10",-1.24417105395568,0.0355690543367368
"SLC4A7",-0.0482040192207482,0.854150756855013
"AC098614.3",-0.435460719502275,0.167960070334582
"EOMES",-0.907821712229772,0.0837580884805637
"CMC1",-1.65431188216957,0.000465728091286805
"AZI2",1.63063529591873,5.60024808850897e-05
"RBMS3",2.22295297349181,0.00313171398635335
"TGFBR2",-1.84637549901932,1.06403864144246e-05
"AC096921.2",-1.9223107897042,0.032020733233654
"STT3B",-0.759848668643739,0.000520656886850172
"OSBPL10",-0.67580072776069,0.0758973268472494
"ZNF860",0.370935597452575,0.433540727870452
"GPD1L",-1.25513222336382,0.00339345246054294
"CMTM8",-0.789937811309589,0.092215058970129
"CMTM7",-0.93745219593213,0.0270816245447226
"CMTM6",-0.30498024130795,0.0719787721026946
"DYNC1LI1",-0.345196249982574,0.148580526963638
"CNOT10",0.138064630352605,0.562592113912368
"CCR4",3.66624012854425,0.000875800587443666
"GLB1",-1.29326528606614,0.000394315874467177
"CRTAP",-0.992324686782742,6.74288809731358e-05
"SUSD5",-1.50351737839254,0.0256934665562121
"FBXL2",1.25077975110152,0.000595429521644884
"UBP1",0.11160995540331,0.636094904261485
"CLASP2",-0.592562881474147,0.0940791271409718
"AC112220.2",0.560049394510464,0.0975600905774478
"PDCD6IP",-0.521724799208425,0.00566424945878103
"STAC",-0.147943603597976,0.621347408256509
"AC105749.1",4.17051780723729,0.0016500988717946
"TRANK1",2.85061170529059,4.15058019402944e-05
"EPM2AIP1",1.9066110894635,1.29521198877374e-05
"MLH1",0.215204032536905,0.360452747278789
"LRRFIP2",0.208032089569858,0.124499906337603
"AC097359.2",1.07393527588706,0.00642166806390736
"GOLGA4",0.90385010466291,0.000378010658246442
"C3orf35",2.94476923360424,5.35910480972584e-05
"ITGA9",3.6413446382301,0.00106517359544739
"ITGA9-AS1",1.5258206786743,0.00445917879210505
"CTDSPL",-1.34140781321717,0.00955072027294878
"PLCD1",0.0146024472028813,0.980892865607276
"ACAA1",-0.348645603199546,0.0779465469955251
"MYD88",1.65545878707468,7.32201551106374e-05
"OXSR1",0.133654144654354,0.393016957012338
"XYLB",1.18882399191822,0.123599199840018
"ACVR2B-AS1",0.297961263556769,0.656639748947616
"ACVR2B",-0.040478371491025,0.895949060474203
"EXOG",1.29507313868601,0.139997080790277
"SCN5A",0.197766834893753,0.713875127190656
"WDR48",0.363232662073701,0.296331544927476
"GORASP1",1.4310278328534,0.000825323012751153
"CSRNP1",3.91136047364213,1.31884973701631e-06
"AC092053.2",2.16287824503236,0.00625640731065292
"SLC25A38",-0.290232348468329,0.105560644451847
"RPSA",-0.782175586886426,0.000191127882755657
"MOBP",3.796587849464,0.00276812715485531
"EIF1B-AS1",0.63197113382073,0.100000504289435
"EIF1B",1.98164275987744,1.6743405101403e-05
"ENTPD3-AS1",-0.335171411484778,0.612670845703732
"RPL14",-0.652755278835225,0.000927117744124053
"ZNF619",0.535288078242772,0.346707694836586
"ZNF620",0.686450108381953,0.212883059881705
"ZNF621",0.755670511943844,0.010774314601251
"CTNNB1",0.402565082023176,0.0165864938864396
"ULK4",0.214249922539583,0.800848905501962
"TRAK1",0.307287281579378,0.0607522919509259
"SEC22C",-0.746624508280197,0.0101062694172195
"SS18L2",0.445289543744289,0.104237668268904
"NKTR",0.708842468724608,0.0395658894183764
"ZBTB47",-0.0753825876202433,0.841261688754217
"CCDC13",2.43119519933762,0.0100185437291585
"HIGD1A",-0.121593278131969,0.556423563864574
"AC099329.1",0.705300368730548,0.378350809496918
"POMGNT2",-0.842832436215611,0.0238236583260563
"SNRK",1.42644140037037,0.000280264102582722
"ANO10",-0.727690292518545,0.00395223625410626
"ABHD5",0.152379593593309,0.622425270626919
"AC006058.1",-0.552312101342527,0.00432108191693439
"TCAIM",-0.300610615610178,0.368346150297028
"ZNF445",-0.851989125338677,0.00441694542502299
"ZNF197",0.249863861493768,0.536601951280377
"ZNF35",0.714767551033166,0.0307836779164649
"AC124045.1",3.45862352335034,0.000383433060415612
"ZNF502",0.382009815334184,0.295915702234112
"KIAA1143",2.07268167678698,0.000131919743979385
"TMEM42",0.500514329025492,0.0859701215253107
"ZDHHC3",-0.923346781514571,0.00205591257555607
"EXOSC7",-0.125515501774691,0.613856399815875
"CDCP1",0.422586859163116,0.0225889273177082
"TMEM158",1.02592765038278,0.0054122333494565
"LARS2",-0.674085622033031,0.0619768402429778
"LIMD1",-0.494090904192478,0.0490445475677371
"SACM1L",-0.426781644769624,0.107771406992612
"SLC6A20",-0.650915293544224,0.140362369901083
"LZTFL1",-0.0536817822262668,0.848708652182998
"FYCO1",-0.329302661869808,0.154410590988503
"ALS2CL",0.437998442687055,0.312723714150545
"CCDC12",0.516415975355268,0.0350928824570968
"NBEAL2",-0.149512371995088,0.656696548280213
"SETD2",1.06708626335474,0.000452538512786822
"KIF9-AS1",-0.574556744654561,0.283790399058041
"KIF9",1.00855827706614,0.0180901125413225
"KLHL18",-0.60616865782573,0.117415968552383
"AC104447.1",0.475460007799388,0.415046035926269
"AC099778.1",0.00465697514237615,0.995368244541445
"PTPN23",0.282427549400826,0.201301522044477
"SCAP",-1.12572719899113,0.000926808372664064
"ELP6",-1.35183024720722,0.00476631864705454
"CSPG5",-1.60889718847021,0.00364827626149383
"SMARCC1",-0.381374759782721,0.0626333851983313
"DHX30",-0.437109403886072,0.191941540857651
"MAP4",-0.465600981274545,0.062460012716778
"CDC25A",-0.852516401981637,0.0176743453687788
"ZNF589",-0.541732380379507,0.315181514179434
"NME6",-0.828714316691752,0.0118328106870218
"PLXNB1",-1.00100667370445,0.0021089125053581
"CCDC51",-0.523595759943694,0.0951014127737736
"TMA7",-0.496537928573615,0.0031833185201398
"ATRIP",0.0971554441031788,0.821886222926043
"TREX1",1.30693739402508,0.0108120601644157
"SHISA5",-0.405307264117731,0.0118846725614899
"PFKFB4",0.631709429652192,0.00483958486436265
"UCN2",-0.299236262611129,0.499138305235263
"COL7A1",0.820254632405456,0.00144475634883372
"UQCRC1",-0.752907909137533,0.00240031475596876
"SLC26A6",0.513724721483958,0.070210311052111
"CELSR3",0.367670869327815,0.202455448760197
"NCKIPSD",-0.642758664195035,0.107556826079366
"IP6K2",1.08153595684802,8.03902427411301e-05
"PRKAR2A",-0.766327209367904,0.0240383611745169
"SLC25A20",-0.463478040152091,0.169180206549989
"ARIH2OS",1.50501938701887,0.0310911150691792
"ARIH2",-0.15846058364278,0.597161159718108
"P4HTM",-1.18310557642483,0.000234641867867246
"WDR6",-0.462762099750095,0.215255917405488
"DALRD3",-0.638326401521045,0.0524789311150832
"NDUFAF3",-1.76429333756251,0.00024621112631873
"IMPDH2",-0.914999299713497,0.000283455739957082
"QRICH1",1.25166830002809,0.0065826348090694
"QARS1",-0.930179264253827,0.0105958032345729
"USP19",0.33179866011408,0.31452025972549
"LAMB2",-0.833719374039071,0.0149016394151708
"CCDC71",-1.5836370477025,0.00157636644098059
"KLHDC8B",-1.16043370702634,0.0173212912621346
"C3orf62",0.449864743731765,0.345968537880937
"USP4",-0.818158736551315,0.0494089385409655
"GPX1",-1.78991875854037,5.05936280161804e-05
"RHOA",-0.694031062444547,0.000382492488997392
"TCTA",-0.885150137529399,0.0088210399714726
"AC104452.1",0.522422352819385,0.280134455761668
"NICN1",-0.982596246833064,0.03744254884293
"DAG1",-1.7679687553778,1.343855078583e-05
"APEH",-1.26528057247446,0.000346096045233306
"RNF123",-0.0244264568577794,0.941375407741533
"GMPPB",-1.05800329279343,0.00391204716672665
"IP6K1",0.173437752752176,0.493188186724783
"UBA7",4.3963379103098,0.00098932242132744
"TRAIP",-0.22440340110944,0.741127561305214
"MST1R",0.030580223699373,0.977172622140813
"RBM6",0.569214308015053,0.0374682399910308
"RBM5",1.20545913741934,0.000621754663688242
"SEMA3F",0.24246537757827,0.787545119067857
"GNAI2",-1.19594267953695,0.000330086766872005
"U73166.1",-0.993296817303611,0.025493735088558
"SEMA3B",-0.647900311911352,0.0153928075279718
"IFRD2",0.352552204129883,0.123432903865633
"HYAL3",-1.85783789292501,0.00483841097461502
"HYAL2",-0.961853326634081,0.0178335718802214
"TUSC2",-0.116311659031891,0.404565155988653
"RASSF1",1.66863183710132,0.00027839025736991
"NPRL2",-1.16305969102978,0.0148017039040001
"CYB561D2",-1.66926150874395,0.000384228340927662
"TMEM115",0.598342852136283,0.00347713280874564
"C3orf18",-0.842946073316933,0.0728606685850756
"HEMK1",-0.772572988526645,0.0413063509110883
"CISH",-0.47028998607075,0.285046600014404
"MAPKAPK3",-1.51059493980356,0.00137509582599858
"DOCK3",-0.166887427188378,0.560246899179395
"MANF",-1.08440075445504,0.00045802553840737
"RBM15B",0.630560889656255,0.00207568635672167
"DCAF1",0.589496626980526,0.00790826658787862
"RAD54L2",0.47022340774496,0.0456962573980488
"TEX264",-1.04094603644333,0.0032352870334885
"AC115284.4",2.34020005483743,0.00417195047894034
"RRP9",-1.46609995773037,0.00148867285729836
"PARP3",0.144097260875539,0.54479328832868
"PCBP4",-1.3636544440479,0.00111747858727125
"ABHD14B",-1.6268951617305,0.000234641867867246
"ABHD14A",-1.47954878449931,0.00597183736873099
"RPL29",-1.26360853072873,4.38216693133055e-05
"DUSP7",0.0474240336574717,0.949822358217982
"POC1A",-1.34721584158482,0.00887803704669827
"ALAS1",-0.446471957509655,0.128989407480045
"TWF2",-1.1861700565292,0.000203995536754798
"PPM1M",-1.17075063577904,0.0188898475410052
"WDR82",-0.259519596706655,0.0884488817460246
"DNAH1",-0.574244939945838,0.166367933404177
"BAP1",0.15269827818374,0.380174246939093
"NISCH",0.0593721046285133,0.771801734711395
"NT5DC2",-1.69300798057591,0.00230015885422184
"SMIM4",-2.40431786597705,0.000658217621062269
"PBRM1",-0.291011526852438,0.320523025428459
"GNL3",0.0782953234587305,0.684716183263462
"GLT8D1",-0.273095637655519,0.245935717540478
"SPCS1",-1.20581862507566,9.96034877371267e-05
"NEK4",-0.671684306322522,0.0837902274135646
"STIMATE",-0.802192835519801,0.18643778165284
"SFMBT1",-0.132858973220943,0.692447701467113
"RFT1",-2.11715694415069,5.10718442529996e-05
"PRKCD",0.43306206196429,0.0774149562373024
"TKT",-1.61926670515914,5.77491114253517e-06
"DCP1A",1.94224060851359,9.58340984570358e-05
"CACNA1D",0.259697343791422,0.528535667384584
"CHDH",-0.553729383979997,0.141492884254294
"AC012467.2",-0.988683663133668,0.0494685519743811
"ACTR8",-0.520727860687744,0.134621433904534
"SELENOK",1.20315759185266,0.000405002714105925
"ESRG",-0.0456925962752914,0.881875377036126
"WNT5A",-1.20367894207534,0.172486544520348
"CCDC66",1.60715089302407,0.00028334782138893
"TASOR",1.14447579960374,0.000429421677361617
"ARHGEF3",-0.0419460543496121,0.895549161278732
"IL17RD",-0.191476110982353,0.711435610978803
"APPL1",-0.620667262577268,0.0368804121173437
"PDE12",0.396484262002114,0.0393616849745011
"ARF4",-0.476198465804665,0.0117473703596047
"DENND6A",-0.237469457209762,0.62930366901594
"SLMAP",1.24205712527805,0.0014572717207879
"FLNB",0.812102794077836,0.00198929100109318
"AC137936.2",0.739970261071073,0.207883611884238
"ABHD6",-1.22296906279327,0.00457165993256595
"RPP14",0.148046290310983,0.637531322291199
"HTD2",-0.165189297075804,0.64880340004833
"PXK",1.1567686787893,0.0110141074138488
"PDHB",-1.42560420727122,8.81383109042528e-05
"KCTD6",0.239863616141808,0.373218579001874
"PTPRG",-1.32035101479541,0.000792776151270889
"C3orf14",0.543632725155218,0.238089197249258
"THOC7",-0.52480178183763,0.0222680733762228
"ATXN7",0.361660704594042,0.806647993875381
"ATXN7",1.26816914606484,0.0026644443561018
"PSMD6-AS2",1.84594730335492,0.00240059229048503
"PSMD6",0.157123611345364,0.25461732785656
"PRICKLE2",-0.662487982278989,0.0381596420563416
"ADAMTS9",0.155392044557823,0.425758368734185
"MAGI1",-0.450095168863034,0.340010323820501
"SLC25A26",-0.0563178224730609,0.896017433098137
"LRIG1",-0.915079302182714,0.0511063760553184
"KBTBD8",0.965407076861554,0.13484976482933
"SUCLG2",-0.977539091531685,0.000726556149346924
"SUCLG2-AS1",0.147382137213492,0.598342884795135
"EOGT",0.0991459060335145,0.804397757567082
"TMF1",1.79534131487952,0.00794522194356148
"UBA3",0.24023667769162,0.332806018897071
"ARL6IP5",-1.00233100554119,0.000186620606741409
"FRMD4B",1.09241523364488,0.0275721553307591
"MITF",-0.176160377040674,0.442922587077883
"FOXP1",1.30743706445762,0.0287656510612837
"EIF4E3",-0.415836262792441,0.268091833048209
"GPR27",-0.465240363775619,0.412846734008786
"RYBP",1.98530135545642,8.97516069073191e-05
"SHQ1",-0.792983867276941,0.0177577343580527
"GXYLT2",0.871920572006447,0.33618579974894
"PPP4R2",2.17223005810706,6.67596766062324e-05
"EBLN2",2.03756851805971,0.00633871049116503
"FAM86DP",-0.488904192883467,0.0451462743286518
"ZNF717",0.163531531492838,0.611509567447209
"AC026877.1",-1.0981532060502,0.153748978504676
"ROBO1",-0.520509424993919,0.136614910399863
"GBE1",-0.893309677793226,0.000432334014457037
"VGLL3",-0.588653876974682,0.154878344394037
"AC107204.1",0.967124952697079,0.0720940322439865
"CHMP2B",0.366088405805601,0.0299799289717084
"CGGBP1",1.36501285374885,4.54133657998156e-05
"ZNF654",2.04865277081209,2.73684177598949e-05
"C3orf38",2.01737408130127,1.35849571761593e-05
"PROS1",-1.63400354575443,9.70757016005764e-05
"ARL13B",0.455038620416433,0.320734474969108
"DHFR2",-1.07515395367122,0.0155040023460033
"NSUN3",0.688091962960762,0.0308828379157173
"ARL6",0.311752895601366,0.470992984027108
"CRYBG3",0.107726235078274,0.705775121746583
"RIOX2",-0.117615565795243,0.531466853526027
"CLDND1",0.471846878345579,0.0244552028075199
"CPOX",-0.770610777385714,0.00183416214131936
"DCBLD2",-0.189516368966103,0.100796593758067
"LINC00973",2.41281038146353,1.07369139239452e-05
"CMSS1",-0.581232052981202,0.0346771750943415
"FILIP1L",3.11999477041746,8.20994840451895e-06
"TBC1D23",0.285562991020662,0.399133255890096
"NIT2",-1.14519985760262,0.000454729879188458
"TOMM70",-0.511396927772847,0.00428365310688773
"TMEM45A",-0.385463679362627,0.179016686017406
"TFG",-0.125866221590076,0.279301448872142
"SENP7",1.37264456338096,0.00137821324779853
"TRMT10C",1.37944837559549,6.40664706325832e-05
"PCNP",0.521307741913676,0.0651219192364183
"ZBTB11",1.45229760866761,0.000110650833805467
"ZBTB11-AS1",-0.43194374615942,0.267196325251042
"RPL24",-0.873038767682933,0.000231657354182567
"AC084198.4",0.899806379908371,0.0560257757055711
"CEP97",0.0828605382288056,0.75879189830189
"NXPE3",-1.19875620630986,0.000504454343813993
"NFKBIZ",4.17785996732632,2.24119076411393e-06
"ALCAM",-1.73843953972058,1.16969107250387e-05
"CBLB",-0.382444171267391,0.27059594245103
"DUBR",-0.686619205271275,0.213650557072439
"BBX",-0.200324394748501,0.686562508062659
"CD47",-0.0778859580497359,0.76296671787923
"IFT57",-0.439497944208908,0.0721101269490838
"MYH15",1.62904192398645,0.106004652140976
"CIP2A",-0.573727402362446,0.0420352040085381
"DZIP3",-0.143959325506031,0.628208844794826
"DPPA4",1.62472526734133,0.00700337355465264
"NECTIN3",-0.608529781908958,0.0181511932727493
"PLCXD2",-0.525343434570893,0.0135073516506913
"PHLDB2",0.989927739731328,0.000465672891812102
"ABHD10",-1.12373359952583,0.00453867761048818
"C3orf52",0.447462710188381,0.0239125321831595
"TBILA",2.14123633855383,0.000640751066770944
"ATG3",0.27402255118427,0.283964906995426
"SLC35A5",-0.593967803374036,0.0803915427118438
"CCDC80",-1.11625245284154,0.0033124903147301
"CD200R1",3.61920686666655,4.06879906145395e-05
"GTPBP8",-0.82133851967816,0.0121725568122905
"NEPRO",0.550899312017205,0.0172565149371151
"BOC",-1.18387443222848,0.112015006538208
"CFAP44",-0.293537890800166,0.491273618931995
"AC112128.1",-0.38604141309183,0.385299511864123
"SPICE1",0.119944266876725,0.710439946564101
"SIDT1",1.21320804689882,0.00555793728253728
"USF3",1.66694011465173,0.00137393527092929
"NAA50",0.0598801916993134,0.719493035866345
"ATP6V1A",-1.06697290182888,0.00128186229010805
"ZDHHC23",1.03743848387428,0.0120326864249693
"CCDC191",0.00645636357041103,0.992043151782843
"QTRT2",1.23250674520993,0.000120049371835386
"AC093010.3",2.04643214539678,1.67479710360495e-05
"ZBTB20",2.79395695442643,0.0666569451601762
"LSAMP",-3.47586961238238,9.74382111366889e-05
"BZW1P2",0.755537863319036,0.0142956624100157
"IGSF11",0.678615543983523,0.0774273676664927
"B4GALT4",-0.121126128426699,0.34635063437417
"ARHGAP31",-0.560555859865994,0.511390051120242
"TMEM39A",0.529829899856757,0.180815242519566
"POGLUT1",-0.323959199752563,0.290960183835934
"TIMMDC1",-1.122295457419,0.00131123810569928
"ADPRH",-0.0535376383898245,0.921665256336953
"COX17",-0.308760454175159,0.102836650666604
"GSK3B",1.57502609294482,0.00049705225121967
"AC092910.3",1.06271889981381,0.00575637969314948
"GPR156",2.99302800006367,0.000458008662624663
"LRRC58",0.359583779240372,0.0931047908678082
"FSTL1",-1.71666326179122,0.000284667599456809
"NDUFB4",-0.97224543823894,0.000219663568228942
"HGD",-1.33594355969486,0.00328698322890155
"RABL3",-0.0791136880496335,0.660049295439754
"GTF2E1",0.524260719462345,0.0173470870134726
"AC072026.2",0.804913214518187,0.00900289396950676
"AC079841.2",1.18327938826985,0.0907052263301182
"POLQ",-0.26146770844518,0.601667118493206
"HCLS1",2.69682506649526,0.00975327402580691
"GOLGB1",0.225738445367889,0.459962733391735
"IQCB1",0.804745427251162,0.00466910496319671
"EAF2",-0.211478201255743,0.680029682538356
"CASR",1.25062180412585,0.00684689814768891
"CCDC58",0.53617080393622,0.0166437206053844
"FAM162A",-0.84786562214494,0.000457311988749492
"WDR5B",-0.409091792111531,0.130287103641977
"AC083798.2",1.63864787179226,0.0018547997496227
"KPNA1",-0.335256899182312,0.0957060638519486
"PARP9",2.65050032120655,1.30993522674357e-05
"DTX3L",1.72087339055062,4.95513660435118e-05
"PARP15",0.962985407626842,0.0308560303780629
"PARP14",2.38956216962092,8.31647541313863e-06
"HSPBAP1",0.668322323620683,0.0758833032250395
"SLC49A4",-1.44873137672807,0.00134646867983098
"LINC02035",-1.51031511179278,0.0112570206711759
"PDIA5",-0.0993091934945892,0.785780149842257
"SEC22A",-0.162983977683677,0.633090241276747
"HACD2",-0.580924488622423,0.00665167185736911
"MYLK-AS1",0.517225875418821,0.226702694959753
"MYLK",-1.25280941664686,0.118577878994042
"CCDC14",0.0146390394419087,0.942796909040077
"KALRN",-0.127225380452489,0.778043825596706
"UMPS",-1.20367771922081,0.00347870724296911
"ITGB5",-1.24086993024128,0.000240371661389793
"MUC13",-0.0881062492656393,0.762878295417363
"HEG1",0.0246605465392691,0.965879755245686
"ZNF148",0.895833222555849,0.00431942626927463
"SNX4",-0.58086512705065,0.0252597627621278
"OSBPL11",-0.116708053094039,0.687780774098699
"AC092902.4",0.362174976856417,0.361252768722578
"FAM86JP",-0.495731534321463,0.225816410050824
"SLC41A3",-0.721807203332375,0.0134715801402143
"ALDH1L1",2.51856343679584,0.00145249403275203
"ZXDC",-0.134363410457279,0.610748216238006
"TXNRD3",-0.565039511094014,0.112850751713867
"CHCHD6",-1.14247337930106,0.0107531342498348
"PLXNA1",-0.786799242648672,0.0451992913602104
"TPRA1",-0.180001856774782,0.471476544626631
"MCM2",-0.882133455530271,0.00806322516278637
"PODXL2",-1.4986664896262,0.00262678757886261
"ABTB1",-0.415897153405101,0.154692358335285
"MGLL",-1.26534941182782,0.0102252697266694
"KBTBD12",1.91268437671531,0.0275056563978302
"SEC61A1",-1.30863754698169,0.00016179005173751
"RUVBL1",-1.85107139884999,1.39136182552729e-05
"EEFSEC",-1.48374994409079,0.00157636644098059
"RPN1",-1.51725898264022,6.32872027392278e-05
"RAB7A",-0.320486594806326,0.0540062550602182
"AC112484.2",4.53658413757937,0.00137503559531402
"ACAD9",-1.1589669463403,0.0128178816960852
"KIAA1257",0.451502655925966,0.623840716742965
"RAB43",0.317159880675646,0.413846892274028
"ISY1-RAB43",0.414125557416629,0.202557992383157
"ISY1",-0.084154993007528,0.747583282998903
"CNBP",-0.151447863112342,0.228153772204773
"COPG1",-0.960555685671277,0.000833433274548146
"HMCES",-1.49637788935607,0.00177588799231888
"H1-10",1.62050815098527,8.58234996377188e-05
"RPL32P3",0.803381490553022,0.0476147027566995
"MBD4",0.146776837677374,0.62310138972792
"IFT122",-1.58353082919081,0.0870221876900582
"PLXND1",-1.1392700736722,0.0445343231953111
"TMCC1",1.09520867490342,0.000460862549663079
"AC083799.1",-2.07148771138671,0.00323203328601673
"TMCC1-AS1",0.283947934197646,0.272655236873164
"PIK3R4",0.382552764121964,0.212872962887972
"ATP2C1",-0.932727156266828,0.0166357684196111
"ASTE1",0.369906495783544,0.543573228248532
"NEK11",0.0225185041634647,0.954820699852269
"AC010210.1",1.60019956286413,0.0359653421499723
"NUDT16",-0.698297326399708,0.00737920623395754
"AC107027.3",-1.0577396907649,0.0977536870411687
"MRPL3",-0.890798680747708,0.000577965457818427
"CPNE4",-1.03565524488091,0.0436632280391298
"DNAJC13",-0.556651678698195,0.0361625600022798
"ACAD11",-0.628055749511891,0.0284811460615964
"NPHP3-ACAD11",1.6538632553317,0.0550153524808526
"UBA5",-0.0794770683443116,0.801440992275304
"NPHP3",0.0813915727984601,0.872920564509709
"CDV3",0.17009410815885,0.18854029598983
