"external_gene_name","log2FC","FDR"
"ZMYM6",1.12676889582336,0.0709140005579723
"ZMYM1",0.203390024241384,0.566037948088095
"SFPQ",1.11932547906219,7.07787224260428e-05
"ZMYM4",-0.331526307959756,0.24029910021634
"KIAA0319L",-0.84545351866103,0.00122926650609858
"NCDN",-1.58495946906879,0.000285027415850139
"PSMB2",-1.3060217219618,0.000606274361165429
"C1orf216",0.307829579849934,0.164653390403921
"CLSPN",-0.958458524941404,0.0389430858078831
"AGO4",-0.313517503396568,0.49881093181834
"AGO1",-1.12015033990585,0.0124125624902759
"AGO3",0.0110316144946187,0.977282294844252
"ADPRHL2",0.898542223534731,0.00084081487195091
"TRAPPC3",-1.04535217785467,0.0217627911348787
"MAP7D1",-0.260813942787639,0.291247557013348
"THRAP3",0.232947301289804,0.202847122513388
"SH3D21",0.909026402142093,0.0346474407528497
"AL591845.1",1.8332575302371,0.0119007019675462
"STK40",1.36881207927418,0.000123030299397483
"LSM10",-1.07308077894878,0.00285005290829147
"OSCP1",-1.58809396206878,0.0373670781793255
"MRPS15",-1.26009851791724,0.00084572884741407
"LINC01137",-0.0498639795018624,0.958633700742565
"ZC3H12A",3.26380919176057,5.86336186123993e-06
"MEAF6",0.771854841993845,0.0111509978509948
"SNIP1",2.75239721997144,6.85339324033097e-05
"GNL2",0.589315439131452,0.0107088483601627
"C1orf109",-0.514841721828587,0.113743677299585
"CDCA8",-0.125964503987689,0.760282198709373
"EPHA10",-0.169388686430242,0.706639295002702
"MANEAL",-1.31057240556129,0.00287221777356795
"YRDC",1.3125044679725,0.000191127882755657
"C1orf122",-1.31085210201617,0.00174990695272333
"MTF1",-0.359307563510701,0.458110150428968
"INPP5B",0.989538848296954,0.00206738008355663
"SF3A3",-0.0909007041399122,0.739098084755506
"FHL3",0.50696786471472,0.275398767147773
"UTP11",0.150004732969185,0.420683823566717
"RRAGC",1.14251093414701,0.000190877722850142
"MYCBP",-0.555611428361915,0.295006026724614
"AL139260.3",-1.79634097298296,0.006233127776538
"RHBDL2",-0.358349457001175,0.369508647643954
"AKIRIN1",0.979779150671315,0.000163698833804306
"NDUFS5",-1.22894829080082,7.11964317606962e-05
"MACF1",0.427314111958815,0.0186913069206613
"PPIEL",0.0679851911468511,0.874158484633484
"PABPC4",-1.65994130978246,0.00046398403901228
"HEYL",-0.0460225135008688,0.910121928336297
"PPIE",-0.943419644974686,0.00135312554521257
"BMP8B",-1.45530233943151,0.00418684023108978
"TRIT1",1.63198864676091,0.000150429391555191
"MYCL",0.800227239030075,0.183590952849729
"MFSD2A",0.784386377504143,0.0331192312052628
"CAP1",-1.30516214869481,0.000341315963025432
"PPT1",-1.55121950486788,4.03666838197943e-05
"RLF",3.43317958601067,1.06403864144246e-05
"AL050341.2",0.824816750149282,0.0188422679382241
"ZMPSTE24",-1.38961253205302,8.87945528713258e-05
"SMAP2",0.214414324413222,0.519384028244512
"AL031985.3",1.97943626377613,0.0286246896216973
"EXO5",-0.234984379191626,0.712245085783785
"RIMS3",0.214709163282437,0.768627597975204
"NFYC-AS1",3.17149798969988,0.000138587596658179
"NFYC",-0.479100847774061,0.048934097899454
"KCNQ4",2.64226650468372,0.00211885109238426
"CITED4",0.59091448675507,0.0849315981650347
"CTPS1",-0.484630480785417,0.0185293760308687
"SLFNL1-AS1",-0.793416008527629,0.125059925878982
"SCMH1",0.262998583896163,0.333435705873614
"EDN2",0.444559276400335,0.160166145392121
"HIVEP3",0.25212798538773,0.709062841439561
"FOXJ3",1.57277379630274,2.75917803857212e-05
"RIMKLA",-0.807611078488743,0.0744382056564293
"PPCS",-0.555810890458984,0.0336459035408124
"PPIH",-1.1043164757561,0.0229688701898535
"YBX1",-1.8108057867545,8.31647541313863e-06
"P3H1",-0.876334177095597,0.00101912942530546
"C1orf50",0.549123997991723,0.195442785185123
"AC098484.3",-0.684030569041735,0.204133502467303
"SVBP",-0.74010500760077,0.0337617316548296
"ERMAP",0.276414309103483,0.505839962772978
"AL512353.1",-0.595183243612123,0.325960660499088
"ZNF691",0.617372485702311,0.0957683039872232
"SLC2A1",0.463712011672965,0.00499774843078007
"EBNA1BP2",-1.29562819035667,0.000346998216593743
"CDC20",0.0161696770058963,0.975514394532887
"ELOVL1",-0.765141345910369,0.00054822162820325
"MED8",0.218628450847885,0.292712326722764
"SZT2",-0.390973043543819,0.524656315251758
"HYI",-0.535059810100757,0.228250780295444
"PTPRF",-0.728081608466365,0.00462945400892863
"KDM4A",-0.606367680491266,0.00482054782090189
"AL451062.4",0.807431362998546,0.054981021282255
"KDM4A-AS1",1.33016491667834,0.00532434890981221
"AL357079.1",2.44821993921717,0.00205207962046108
"IPO13",-0.599371262184526,0.196654192290218
"DPH2",0.640767764342468,0.140962535413264
"ATP6V0B",0.0880293164618202,0.558524951259111
"B4GALT2",-0.623778057761545,0.022905229910126
"CCDC24",-0.231565258295131,0.70985012201138
"SLC6A9",-0.769226353522999,0.214237780401194
"AL139220.2",-0.366907832555244,0.53563685477394
"DMAP1",-0.59517497318058,0.0575947250496896
"ERI3",-1.21371967615503,0.0113446968535069
"RNF220",-0.729100436135129,0.0118946031926626
"TMEM53",-2.24201230880015,0.00275550188794189
"KIF2C",-0.991616207741544,0.104495938821944
"RPS8",-0.908840095637556,0.000138246637748257
"PLK3",1.71331084941643,0.000279320033013913
"BTBD19",0.971357523808631,0.0208964713921127
"EIF2B3",-0.996174991035625,0.00500560654080877
"HECTD3",-0.915689843880121,0.0186077075876334
"UROD",-0.202144318570694,0.311698079691562
"ZSWIM5",0.420029875932698,0.294748139200272
"TOE1",-0.683112112440557,0.0337383080590217
"PPIAP36",3.35616124252206,0.00438896378475896
"MMACHC",-0.134907257623329,0.80613112775265
"PRDX1",-2.36411220603745,4.76328068096024e-06
"AKR1A1",-1.04701288938197,0.000740318710968832
"NASP",0.0961391806902981,0.641518532984026
"GPBP1L1",1.60065552136671,5.62470329610795e-05
"TMEM69",0.561984125539068,0.0525870222679333
"IPP",-1.1128116682255,0.0873792672790023
"MAST2",-0.518751840750384,0.0499312335152124
"PIK3R3",-0.387917956549819,0.308394432554604
"POMGNT1",-0.651467131857066,0.0323742134893055
"LRRC41",-0.956279750588275,0.000697281812219455
"UQCRH",-1.44768972137588,5.82148489469442e-05
"NSUN4",0.347939116222197,0.274673406921662
"DMBX1",1.40152896539342,0.0111337969318126
"MKNK1",-0.503576766732757,0.0408402482195516
"MOB3C",1.59742215441299,0.00126342076942367
"ATPAF1",-0.811306349194896,0.00535353060004569
"EFCAB14",0.199665487489189,0.339327874775548
"PDZK1IP1",0.388390869509177,0.299437642570636
"STIL",-0.391832766721575,0.307954290613769
"CMPK1",-1.05924598850775,9.77033359834313e-05
"FOXD2-AS1",0.454600617394021,0.241695534837152
"TRABD2B",-0.188133238184862,0.857963996449048
"FAF1",-0.393494870157874,0.083213120207091
"CDKN2C",0.724517751697422,0.0172095835289367
"RNF11",1.24613775628677,0.000178486694906166
"TTC39A",-0.96064504373755,0.0342930957766339
"EPS15",-0.569635205487465,0.0136969731540416
"OSBPL9",-0.316062273806324,0.235143405238228
"NRDC",-0.19430397633125,0.259612468463623
"RAB3B",-0.366923289355147,0.126739304366243
"TXNDC12",-1.40093762912593,0.00038892590799849
"KTI12",0.590585991857306,0.0261761611027226
"BTF3L4",-0.0852371788497775,0.653994760932484
"ZFYVE9",-0.484350007900273,0.118577878994042
"CC2D1B",1.76153298101223,0.121115680164815
"ORC1",-0.834365840494113,0.0452610577490815
"PRPF38A",1.00834903149758,0.02600760494556
"TUT4",0.398223495010563,0.208446463171857
"COA7",-0.2068445523461,0.419131231035972
"ZYG11B",-0.841949208944341,0.00410235675828729
"ZYG11A",0.403604978638088,0.233181253308954
"ECHDC2",-0.374346185647569,0.228089516579653
"SCP2",-1.72224060334838,5.24480087635298e-05
"CPT2",-1.13228282146419,0.00118616777206256
"CZIB",-1.41792266624676,0.0008530261265051
"MAGOH",0.694439488845365,0.00800778943122924
"LRP8",-0.394283630943286,0.182098010980388
"NDC1",-0.93003502501606,0.00190862316758929
"YIPF1",-1.36675074988678,0.000739855350118131
"HSPB11",-1.30983415043628,0.00272274118332643
"LRRC42",0.201864841456794,0.312878935079805
"TMEM59",-1.57228123545162,1.30993522674357e-05
"AL353898.3",2.83838133908387,0.00289417526055845
"TCEANC2",0.847613802086952,0.0111074637774868
"CYB5RL",-0.235489060582647,0.597678080954031
"MRPL37",-1.36336279567111,0.00023123144283115
"SSBP3",-0.0102142684690459,0.976268248134771
"ACOT11",-0.253435556168835,0.469530270054605
"TTC4",-0.315015815742155,0.389894742544015
"PARS2",0.408105247310193,0.133278511886248
"DHCR24",-2.1635418466191,7.55945728849782e-06
"PCSK9",-1.6564180483745,0.00283484400550543
"USP24",1.37923939726614,0.000496785813403772
"PLPP3",1.02204702849385,0.0076122660338037
"PRKAA2",0.472567584350709,0.0410411532069525
"OMA1",-0.112418029593826,0.8441924199183
"AL035411.3",0.421236898027929,0.322680636621234
"MYSM1",3.32346581404257,7.92535207264273e-06
"AL136985.3",1.63699565193735,0.0271968995565833
"JUN",2.88972119013479,7.28610435062275e-06
"FGGY",-0.603943560222644,0.215202694557911
"HOOK1",0.196987422853047,0.755167587199286
"NFIA",-0.346985432739756,0.394056088407138
"TM2D1",0.283355943161285,0.165337873244813
"PATJ",0.0363674823682807,0.922678783116828
"L1TD1",2.84527450916044,0.00099165205828482
"USP1",-0.261972138137157,0.278341071916232
"DOCK7",0.622506440002804,0.220414040749032
"ATG4C",-0.569593966917895,0.436668794383321
"FOXD3-AS1",0.16875781470949,0.713875127190656
"FOXD3",2.67131994799321,0.00338522280395286
"ALG6",-0.812815147405803,0.1222400975322
"ITGB3BP",-1.03967773776012,0.0047209495730335
"EFCAB7",0.242525301937644,0.566678064560785
"PGM1",-0.845062488961117,0.00125281728715055
"ROR1",-0.575953980579787,0.0183117769386721
"CACHD1",0.767279320953854,0.196553772696063
"RAVER2",-0.574832512518244,0.0837580884805637
"JAK1",0.24732310463272,0.0367947367426214
"AK4",0.452997252251373,0.0484421756992334
"DNAJC6",-0.178167515103915,0.54994274712648
"LEPROT",-0.78572894276549,0.00207568635672167
"LEPR",-0.322302941852707,0.307355609437983
"PDE4B",1.87519263585669,1.0310615289338e-05
"AL139147.1",0.429122057610041,0.568976523218209
"WDR78",1.2354533286667,0.120800512408203
"MIER1",2.14549847691368,1.38894032414896e-05
"SLC35D1",-0.359469059918898,0.103979621550442
"SERBP1",-1.1412368823837,5.93167662111138e-05
"GADD45A",2.07619196510865,1.39360623454081e-05
