sitelink	item	itemLabel	go	gene_symbol	entrez	ensembl_gene_id
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	CDCA5	113130	ENSG00000146670
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	SGO2	151246	ENSG00000163535
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	MELK	9833	ENSG00000165304
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	GAS2	2620	ENSG00000148935
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	GAS1	2619	ENSG00000180447
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	USP3	9960	ENSG00000140455
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	CD2AP	23607	ENSG00000198087
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	ZNF16	7564	ENSG00000170631
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	FIGN	55137	ENSG00000182263
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	SGO1	151648	ENSG00000129810
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	CLSPN	63967	ENSG00000092853
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	THAP1	55145	ENSG00000131931
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	GOLGA2	2801	ENSG00000167110
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	RGS2	5997	ENSG00000116741
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	SYCP3	50511	ENSG00000139351
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	WDR6	11180	ENSG00000178252
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	CKAP2	26586	ENSG00000136108
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	MAEA	10296	ENSG00000090316
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	HNRNPU	3192	ENSG00000153187
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	CDCA8	55143	ENSG00000134690
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	CCNY	219771	ENSG00000108100
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	TXLNG	55787	ENSG00000086712
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	USP17L2	377630	ENSG00000223443
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	USP17L2	377630	ENSG00000284990
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	CDK11A	728642	ENSG00000008128
https://en.wikipedia.org/wiki/Cell_cycle	http://www.wikidata.org/entity/Q188941	cell cycle	GO:0007049	RABGAP1L	9910	ENSG00000152061
